Period,Subject,Type,Cost,randomInput,periodPaid1,periodPaid2,treatmentOrder
7,1,2,51,.9123639,1,8,3
7,2,1,67,.6551656,1,8,3
7,3,2,69,.5232733,1,8,3
7,4,2,20,.05233,1,8,3
7,5,2,67,.4370196,1,8,3
7,6,1,88,.2142393,1,8,3
7,7,2,28,.6866877,1,8,3
7,8,2,70,.9588686,1,8,3
7,9,1,65,.007447,1,8,3
7,10,2,59,.2275975,1,8,3
7,11,1,92,.9812971,1,8,3
7,12,1,16,.30088,1,8,3
7,13,1,66,.9615353,1,8,3
7,14,2,64,.3496216,1,8,3
7,15,1,89,.9864318,1,8,3
7,16,1,58,.7526801,1,8,3
8,1,2,73,.3138035,1,8,3
8,2,1,65,.11286,1,8,3
8,3,2,48,.5284308,1,8,3
8,4,2,24,.3937946,1,8,3
8,5,1,56,.6998363,1,8,3
8,6,2,63,.4007832,1,8,3
8,7,1,48,.8369649,1,8,3
8,8,2,49,.4732074,1,8,3
8,9,1,44,.8765048,1,8,3
8,10,1,50,.9292839,1,8,3
8,11,2,34,.4092225,1,8,3
8,12,1,18,.9620849,1,8,3
8,13,2,24,.5160652,1,8,3
8,14,2,89,.723155,1,8,3
8,15,1,14,.1384864,1,8,3
8,16,1,88,.3081646,1,8,3
9,1,2,55,.6159594,1,8,3
9,2,2,61,.6579552,1,8,3
9,3,2,43,.7036682,1,8,3
9,4,1,32,.701764,1,8,3
9,5,1,77,.2718628,1,8,3
9,6,1,45,.7381268,1,8,3
9,7,1,54,.8191228,1,8,3
9,8,1,24,.5317161,1,8,3
9,9,2,15,.0695252,1,8,3
9,10,1,87,.7003322,1,8,3
9,11,2,77,.7478908,1,8,3
9,12,1,33,.7153805,1,8,3
9,13,2,83,.9011157,1,8,3
9,14,2,53,.0248405,1,8,3
9,15,1,67,.2685848,1,8,3
9,16,2,39,.4438559,1,8,3
10,1,1,98,.873254,1,8,3
10,2,2,66,.7395936,1,8,3
10,3,2,80,.7151526,1,8,3
10,4,1,33,.1417144,1,8,3
10,5,2,83,.2476826,1,8,3
10,6,1,11,.870948,1,8,3
10,7,2,17,.3861263,1,8,3
10,8,1,79,.6972111,1,8,3
10,9,2,17,.3514897,1,8,3
10,10,1,73,.0186393,1,8,3
10,11,1,99,.6638318,1,8,3
10,12,1,16,.2258533,1,8,3
10,13,1,72,.1413731,1,8,3
10,14,2,68,.8457798,1,8,3
10,15,2,57,.7907952,1,8,3
10,16,2,69,.568721,1,8,3
11,1,1,49,.4387624,1,8,3
11,2,1,70,.3925165,1,8,3
11,3,2,27,.5846358,1,8,3
11,4,2,52,.3745485,1,8,3
11,5,1,20,.2187812,1,8,3
11,6,2,83,.508547,1,8,3
11,7,2,97,.7321576,1,8,3
11,8,1,19,.2280816,1,8,3
11,9,1,53,.5526938,1,8,3
11,10,2,19,.4233325,1,8,3
11,11,1,75,.774129,1,8,3
11,12,1,19,.2357,1,8,3
11,13,1,79,.3600729,1,8,3
11,14,2,49,.0330171,1,8,3
11,15,2,19,.1098672,1,8,3
11,16,2,59,.1319664,1,8,3
12,1,1,56,.9804909,1,8,3
12,2,2,74,.7934582,1,8,3
12,3,1,60,.4525154,1,8,3
12,4,2,10,.7391112,1,8,3
12,5,2,22,.3316923,1,8,3
12,6,2,36,.375208,1,8,3
12,7,1,64,.3267417,1,8,3
12,8,2,61,.4243308,1,8,3
12,9,2,41,.2010877,1,8,3
12,10,2,48,.5205138,1,8,3
12,11,1,54,.1081855,1,8,3
12,12,1,24,.8901142,1,8,3
12,13,1,59,.3940342,1,8,3
12,14,2,21,.4280517,1,8,3
12,15,1,87,.4874447,1,8,3
12,16,1,95,.0542973,1,8,3
13,1,1,43,.5511779,1,8,3
13,2,1,93,.4639055,1,8,3
13,3,2,81,.6985925,1,8,3
13,4,2,33,.7320616,1,8,3
13,5,2,40,.2753767,1,8,3
13,6,2,78,.9081658,1,8,3
13,7,2,22,.5208544,1,8,3
13,8,1,66,.6691335,1,8,3
13,9,1,73,.581157,1,8,3
13,10,1,24,.6809636,1,8,3
13,11,1,91,.2613254,1,8,3
13,12,2,67,.8930157,1,8,3
13,13,1,63,.0333215,1,8,3
13,14,2,98,.0340056,1,8,3
13,15,1,72,.5427086,1,8,3
13,16,2,68,.0032469,1,8,3
14,1,2,75,.1563946,1,8,3
14,2,1,67,.11021,1,8,3
14,3,2,60,.3172478,1,8,3
14,4,2,95,.665711,1,8,3
14,5,2,10,.1837254,1,8,3
14,6,2,51,.2198767,1,8,3
14,7,2,70,.7667786,1,8,3
14,8,1,79,.5888565,1,8,3
14,9,2,18,.1185035,1,8,3
14,10,1,39,.3625468,1,8,3
14,11,1,88,.6952282,1,8,3
14,12,1,67,.7425148,1,8,3
14,13,1,32,.2796052,1,8,3
14,14,1,84,.4860312,1,8,3
14,15,2,21,.4239439,1,8,3
14,16,1,40,.7390907,1,8,3
15,1,1,74,.9524533,1,8,3
15,2,1,13,.8636377,1,8,3
15,3,2,92,.1667898,1,8,3
15,4,2,68,.6337938,1,8,3
15,5,2,20,.4733465,1,8,3
15,6,2,29,.9125113,1,8,3
15,7,1,45,.8638574,1,8,3
15,8,1,34,.2240932,1,8,3
15,9,1,21,.1246293,1,8,3
15,10,2,87,.9813586,1,8,3
15,11,2,87,.1018553,1,8,3
15,12,1,83,.9070216,1,8,3
15,13,2,10,.3123098,1,8,3
15,14,1,67,.1148953,1,8,3
15,15,2,24,.0379186,1,8,3
15,16,1,12,.0467641,1,8,3
16,1,2,51,.3896321,1,8,3
16,2,2,54,.6690106,1,8,3
16,3,2,47,.9679931,1,8,3
16,4,2,87,.8000268,1,8,3
16,5,1,11,.5610059,1,8,3
16,6,1,35,.483095,1,8,3
16,7,1,86,.2466363,1,8,3
16,8,1,23,.7263433,1,8,3
16,9,2,36,.5093364,1,8,3
16,10,2,67,.9904954,1,8,3
16,11,1,68,.2297631,1,8,3
16,12,1,12,.2227387,1,8,3
16,13,2,24,.4315259,1,8,3
16,14,1,96,.9583573,1,8,3
16,15,2,73,.4815135,1,8,3
16,16,1,20,.1534327,1,8,3
17,1,1,43,.506402,1,8,3
17,2,1,68,.6325682,1,8,3
17,3,1,52,.3985493,1,8,3
17,4,2,35,.9535829,1,8,3
17,5,1,57,.6914436,1,8,3
17,6,2,29,.4029126,1,8,3
17,7,2,16,.9291739,1,8,3
17,8,1,71,.5798293,1,8,3
17,9,2,86,.5553875,1,8,3
17,10,1,27,.6453072,1,8,3
17,11,2,16,.7421886,1,8,3
17,12,1,68,.2410429,1,8,3
17,13,2,25,.0100695,1,8,3
17,14,1,77,.1318356,1,8,3
17,15,2,90,.8962677,1,8,3
17,16,2,13,.9711406,1,8,3
18,1,1,91,.598187,1,8,3
18,2,2,80,.4992365,1,8,3
18,3,1,31,.6951202,1,8,3
18,4,1,63,.255042,1,8,3
18,5,2,18,.6148774,1,8,3
18,6,2,34,.140067,1,8,3
18,7,1,98,.4253943,1,8,3
18,8,2,60,.8923402,1,8,3
18,9,2,35,.3885229,1,8,3
18,10,1,20,.2983568,1,8,3
18,11,2,55,.5659409,1,8,3
18,12,2,92,.2744023,1,8,3
18,13,1,34,.8743435,1,8,3
18,14,1,37,.2552511,1,8,3
18,15,1,30,.6344887,1,8,3
18,16,2,85,.8981177,1,8,3
19,1,1,65,.8723017,1,8,3
19,2,1,78,.0788721,1,8,3
19,3,2,14,.5950937,1,8,3
19,4,2,17,.7733414,1,8,3
19,5,2,27,.7066461,1,8,3
19,6,2,64,.0770059,1,8,3
19,7,1,12,.8938838,1,8,3
19,8,1,17,.3649006,1,8,3
19,9,1,100,.2401475,1,8,3
19,10,1,59,.296273,1,8,3
19,11,1,23,.210484,1,8,3
19,12,2,45,.9461389,1,8,3
19,13,2,56,.3670959,1,8,3
19,14,1,14,.2309079,1,8,3
19,15,2,13,.8551741,1,8,3
19,16,2,41,.7420686,1,8,3
20,1,2,65,.84085,1,8,3
20,2,1,70,.7439027,1,8,3
20,3,1,10,.1068264,1,8,3
20,4,2,48,.3588895,1,8,3
20,5,2,47,.7667142,1,8,3
20,6,1,53,.8489968,1,8,3
20,7,1,46,.2284823,1,8,3
20,8,1,43,.4164613,1,8,3
20,9,1,53,.2588921,1,8,3
20,10,2,55,.47137,1,8,3
20,11,2,69,.7986785,1,8,3
20,12,1,48,.5021264,1,8,3
20,13,2,50,.5997291,1,8,3
20,14,1,27,.9406366,1,8,3
20,15,2,51,.793731,1,8,3
20,16,2,22,.2324884,1,8,3
