Period,Subject,Type,Cost,randomInput,periodPaid1,periodPaid2,treatmentOrder
6,16,2,94,.2886407,5,10,3
7,1,2,29,.4460088,5,10,3
7,2,1,13,.3844375,5,10,3
7,3,2,90,.9422125,5,10,3
7,4,1,23,.8214084,5,10,3
7,5,2,18,.3295801,5,10,3
7,6,1,41,.0210997,5,10,3
7,7,1,75,.4059855,5,10,3
7,8,2,89,.0651622,5,10,3
7,9,2,88,.0786556,5,10,3
7,10,1,87,.4726096,5,10,3
7,11,2,94,.0848615,5,10,3
7,12,1,50,.4440438,5,10,3
7,13,1,30,.5118673,5,10,3
7,14,2,48,.8575402,5,10,3
7,15,2,30,.6416357,5,10,3
7,16,1,83,.6531225,5,10,3
8,1,1,46,.0922181,5,10,3
8,2,1,17,.9648038,5,10,3
8,3,1,90,.3414985,5,10,3
8,4,1,17,.5606599,5,10,3
8,5,2,73,.1481782,5,10,3
8,6,2,59,.0227159,5,10,3
8,7,2,56,.7838375,5,10,3
8,8,1,86,.31203,5,10,3
8,9,2,63,.7812302,5,10,3
8,10,2,50,.1396862,5,10,3
8,11,2,90,.2397619,5,10,3
8,12,2,39,.8252826,5,10,3
8,13,2,24,.155928,5,10,3
8,14,1,62,.6601899,5,10,3
8,15,1,40,.1103062,5,10,3
8,16,1,87,.5546167,5,10,3
9,1,2,28,.0958682,5,10,3
9,2,2,49,.9775718,5,10,3
9,3,2,58,.0004361,5,10,3
9,4,2,41,.6502689,5,10,3
9,5,1,11,.8677171,5,10,3
9,6,2,53,.4845293,5,10,3
9,7,2,98,.4724755,5,10,3
9,8,1,100,.5220122,5,10,3
9,9,1,29,.2958197,5,10,3
9,10,1,52,.8698044,5,10,3
9,11,1,54,.6613185,5,10,3
9,12,2,88,.9630201,5,10,3
9,13,1,67,.2014523,5,10,3
9,14,2,16,.0202589,5,10,3
9,15,1,43,.4987555,5,10,3
9,16,1,11,.3136959,5,10,3
10,1,1,60,.2804,5,10,3
10,2,1,62,.7342832,5,10,3
10,3,2,86,.8131488,5,10,3
10,4,1,51,.9155088,5,10,3
10,5,2,68,.4323871,5,10,3
10,6,2,29,.721198,5,10,3
10,7,1,56,.1974793,5,10,3
10,8,2,20,.5468625,5,10,3
10,9,2,40,.9577938,5,10,3
10,10,1,72,.9045646,5,10,3
10,11,1,87,.6441046,5,10,3
10,12,2,64,.7845975,5,10,3
10,13,2,14,.0513343,5,10,3
10,14,2,85,.8436717,5,10,3
10,15,1,58,.7848887,5,10,3
10,16,1,65,.1623755,5,10,3
11,1,1,69,.4212558,5,10,3
11,2,1,64,.7415925,5,10,3
11,3,2,66,.1854826,5,10,3
11,4,2,64,.7954443,5,10,3
11,5,1,10,.9288148,5,10,3
11,6,2,27,.6806651,5,10,3
11,7,1,35,.9893822,5,10,3
11,8,2,98,.6523672,5,10,3
11,9,2,100,.551591,5,10,3
11,10,1,22,.9714496,5,10,3
11,11,1,77,.1014319,5,10,3
11,12,2,97,.857905,5,10,3
11,13,1,49,.7450026,5,10,3
11,14,2,34,.8828142,5,10,3
11,15,1,60,.6717145,5,10,3
11,16,2,32,.2694834,5,10,3
12,1,1,64,.3652841,5,10,3
12,2,2,15,.8963009,5,10,3
12,3,1,82,.6460087,5,10,3
12,4,1,92,.7612222,5,10,3
12,5,2,50,.3549696,5,10,3
12,6,2,11,.1769755,5,10,3
12,7,1,85,.2118226,5,10,3
12,8,2,25,.480038,5,10,3
12,9,1,64,.1494396,5,10,3
12,10,2,39,.9419348,5,10,3
12,11,2,90,.9879728,5,10,3
12,12,1,49,.5668951,5,10,3
12,13,2,76,.5074627,5,10,3
12,14,2,85,.6766409,5,10,3
12,15,1,62,.5002038,5,10,3
12,16,1,67,.4739748,5,10,3
13,1,1,39,.2513687,5,10,3
13,2,2,15,.5054029,5,10,3
13,3,1,44,.5361585,5,10,3
13,4,2,30,.8834238,5,10,3
13,5,2,32,.1890383,5,10,3
13,6,2,100,.5780268,5,10,3
13,7,1,90,.9597386,5,10,3
13,8,2,76,.8397481,5,10,3
13,9,2,92,.6385146,5,10,3
13,10,1,11,.1625385,5,10,3
13,11,1,33,.1120181,5,10,3
13,12,1,29,.8796959,5,10,3
13,13,1,90,.5265405,5,10,3
13,14,2,60,.3441962,5,10,3
13,15,2,58,.1070859,5,10,3
13,16,1,46,.7501705,5,10,3
14,1,1,91,.2753976,5,10,3
14,2,2,26,.9643264,5,10,3
14,3,2,30,.6807056,5,10,3
14,4,1,44,.8562343,5,10,3
14,5,2,71,.1123296,5,10,3
14,6,1,12,.1378193,5,10,3
14,7,1,67,.1477448,5,10,3
14,8,2,79,.1407714,5,10,3
14,9,1,57,.3147897,5,10,3
14,10,1,70,.557031,5,10,3
14,11,2,40,.3384723,5,10,3
14,12,1,92,.364228,5,10,3
14,13,2,14,.3544568,5,10,3
14,14,2,67,.3551428,5,10,3
14,15,1,73,.3577935,5,10,3
14,16,2,78,.0678407,5,10,3
15,1,1,75,.229425,5,10,3
15,2,1,72,.8906678,5,10,3
15,3,1,91,.670288,5,10,3
15,4,2,43,.3423306,5,10,3
15,5,2,52,.4805223,5,10,3
15,6,2,38,.3365987,5,10,3
15,7,1,27,.4374596,5,10,3
15,8,2,39,.6738467,5,10,3
15,9,1,26,.0949814,5,10,3
15,10,2,60,.0202866,5,10,3
15,11,1,33,.5180702,5,10,3
15,12,1,98,.45318,5,10,3
15,13,2,95,.7370578,5,10,3
15,14,1,88,.7565228,5,10,3
15,15,2,74,.0309864,5,10,3
15,16,2,39,.1024188,5,10,3
16,1,2,59,.2284685,5,10,3
16,2,2,50,.3934514,5,10,3
16,3,1,66,.3102967,5,10,3
16,4,1,81,.60115,5,10,3
16,5,2,26,.9730256,5,10,3
16,6,1,28,.0532644,5,10,3
16,7,2,51,.5121043,5,10,3
16,8,1,48,.4225634,5,10,3
16,9,1,87,.4215509,5,10,3
16,10,1,24,.2396912,5,10,3
16,11,1,15,.3047225,5,10,3
16,12,2,91,.6176149,5,10,3
16,13,2,19,.2765986,5,10,3
16,14,2,82,.7970225,5,10,3
16,15,2,74,.4843284,5,10,3
16,16,1,45,.9299601,5,10,3
17,1,2,17,.3593464,5,10,3
17,2,2,47,.3380337,5,10,3
17,3,1,78,.0659129,5,10,3
17,4,1,73,.4572816,5,10,3
17,5,1,27,.5378832,5,10,3
17,6,1,33,.5263947,5,10,3
17,7,2,81,.7428197,5,10,3
17,8,2,17,.2340126,5,10,3
17,9,2,45,.5680476,5,10,3
17,10,2,49,.3252254,5,10,3
17,11,2,74,.5963603,5,10,3
17,12,1,16,.2995714,5,10,3
17,13,2,25,.6049566,5,10,3
17,14,1,41,.6094117,5,10,3
17,15,1,40,.3182966,5,10,3
17,16,1,38,.4906014,5,10,3
18,1,1,82,.9931847,5,10,3
18,2,1,52,.8024532,5,10,3
18,3,2,10,.520993,5,10,3
18,4,2,83,.8853753,5,10,3
18,5,1,52,.3159272,5,10,3
18,6,1,25,.8034307,5,10,3
18,7,2,51,.3440449,5,10,3
18,8,2,66,.5759833,5,10,3
18,9,1,33,.3479264,5,10,3
18,10,2,40,.9595361,5,10,3
18,11,1,50,.4275614,5,10,3
18,12,2,22,.7538354,5,10,3
18,13,1,92,.1362284,5,10,3
18,14,2,90,.6285353,5,10,3
18,15,1,89,.4467188,5,10,3
18,16,2,27,.6468866,5,10,3
19,1,2,26,.5094222,5,10,3
19,2,2,40,.0372336,5,10,3
19,3,1,71,.1935469,5,10,3
19,4,2,19,.1474679,5,10,3
19,5,1,62,.5382983,5,10,3
19,6,1,38,.0614161,5,10,3
19,7,1,55,.060448,5,10,3
19,8,1,38,.3889827,5,10,3
19,9,2,39,.2234805,5,10,3
19,10,1,80,.8172345,5,10,3
19,11,2,54,.5748702,5,10,3
19,12,1,92,.9126075,5,10,3
19,13,1,33,.8171175,5,10,3
19,14,2,46,.277389,5,10,3
19,15,2,18,.9406589,5,10,3
19,16,2,13,.7895043,5,10,3
20,1,2,77,.9119341,5,10,3
20,2,1,93,.8168651,5,10,3
20,3,1,95,.9415076,5,10,3
20,4,2,70,.3515876,5,10,3
20,5,2,21,.8355236,5,10,3
20,6,2,82,.3058409,5,10,3
20,7,1,50,.0647084,5,10,3
20,8,1,71,.7443438,5,10,3
20,9,1,69,.9834972,5,10,3
20,10,1,85,.1792541,5,10,3
20,11,1,10,.1278413,5,10,3
20,12,2,36,.8105223,5,10,3
20,13,2,44,.1693589,5,10,3
20,14,1,77,.5397844,5,10,3
20,15,2,49,.591778,5,10,3
20,16,2,59,.8197914,5,10,3
